Open,High,Low,Close,Volume,Stock
0.024861579,0.025754511,0.023713129,0.02706327,0.233206373,332.4400025
0.02900138,0.027544199,0.024279937,0.022852285,0.185721628,324.320007
0.024724732,0.021476297,0.021064206,0.021254629,0.217940439,324.479996
0.022198646,0.021095625,0.021636787,0.022989221,0.066414504,326.2350005
0.024599283,0.022334218,0.022406009,0.0212318,0.067372194,324.944992
0.022768865,0.021436522,0.02182764,0.023103347,0.054245687,325.3899995
0.025140981,0.0217206,0.022053213,0.022104808,0.070574746,324.894989
0.023652716,0.020510425,0.022712544,0.021465746,0.058129165,324.6100005
0.023139522,0.020771789,0.022116825,0.021585566,0.069335899,329.150009
0.0236413,0.02430572,0.023770969,0.025927794,0.091402313,334.210007
0.027826728,0.026328354,0.027565069,0.026190262,0.069775206,335.6899875
0.028756172,0.027203302,0.028386343,0.028837809,0.037398245,335.0349885
0.030278666,0.026777185,0.028062457,0.026589668,0.045507861,327.569992
0.027769703,0.024612512,0.021630997,0.021032089,0.139638274,326.675003
0.022985551,0.022601252,0.022643143,0.024546949,0.091072833,326.3150025
0.022774573,0.022476257,0.022353958,0.023377238,0.069059135,340.8549955
0.028687748,0.032146266,0.029329087,0.033807694,0.316644042,350.564987
0.03571286,0.037128988,0.035488713,0.039011507,0.198430794,352.494995
0.039527631,0.037026724,0.037825329,0.038509382,0.135214448,356.1600035
0.040611045,0.039145952,0.039907461,0.039342444,0.10589946,354.169998
0.03936797,0.037805095,0.038970506,0.037373906,0.111715891,355.87999
0.039915376,0.03935048,0.039375354,0.040917289,0.101673322,359.214996
0.042025196,0.040503836,0.042058994,0.041544946,0.052075508,359.0899965
0.040400066,0.041196987,0.041208791,0.042161179,0.07889523,358.625
0.042566894,0.039890235,0.042001154,0.040620586,0.070038791,361.6849975
0.043097212,0.042287854,0.043100051,0.040888748,0.263395583,319.8150025
0.018760221,0.019572971,0.017790636,0.021146215,0.735993779,320.6600035
0.022723255,0.01954457,0.018796992,0.019092073,0.212580887,321.199997
0.021428863,0.018453703,0.020532099,0.018858128,0.078671183,320.6150055
0.021126647,0.018357126,0.01995373,0.020290324,0.12634483,316.269989
0.020305529,0.017192396,0.016113352,0.014858259,0.180072134,310.2099915
0.016701736,0.014436836,0.011908615,0.011474642,0.278894351,312.3399965
0.013936167,0.014635694,0.01417004,0.015234853,0.13653237,312.304993
0.016479343,0.013709597,0.015072295,0.014475971,0.077278578,312.9900055
0.015070899,0.014408435,0.015153275,0.015371808,0.052888227,312.7649995
0.017568464,0.014465254,0.014835161,0.013979557,0.080946795,313.9900055
0.015703852,0.0152834,0.01541932,0.01703222,0.070855903,318.630005
0.019433094,0.017021956,0.019016776,0.017905228,0.060431136,319.130005
0.019666886,0.017550337,0.019057265,0.018470128,0.036146219,328.930008
0.024633495,0.023464843,0.024372478,0.022441456,0.168962048,330.3999935
0.024747528,0.02481137,0.024702135,0.026395667,0.102244422,331.6600035
0.028282897,0.025328394,0.025633318,0.026635325,0.123168637,335.7849885
0.029126829,0.026919224,0.028785419,0.027148856,0.061169173,334.410004
0.028778986,0.025788599,0.02834587,0.027491216,0.027272208,335.5899965
0.028670643,0.026555613,0.028930011,0.027862098,0.031520311,334.404999
0.029697049,0.026226073,0.027894743,0.026224497,0.038575589,332.4399875
0.02770697,0.024805683,0.027067662,0.025471308,0.049123362,334.73999
0.027832419,0.026334024,0.028172349,0.026857847,0.037986917,339.4549865
0.029993557,0.030646326,0.029236546,0.031314184,0.112537396,344.0050045
0.032895973,0.031958782,0.033163676,0.03208449,0.082088995,340.2949985
0.031704216,0.029186178,0.031694614,0.030281411,0.050946488,339.75
0.032707808,0.029203222,0.031046844,0.02972224,0.037187378,339.830002
0.031692818,0.029589564,0.030746098,0.031628021,0.054166612,340.4099885
0.033152579,0.030027038,0.030971653,0.029699411,0.039568424,346.479996
0.033808327,0.03349848,0.034459217,0.033665045,0.126195465,344.6649935
0.035296593,0.032049672,0.033834586,0.033910397,0.044545778,342.4250035
0.034293018,0.031470159,0.031833435,0.031605192,0.081812231,335.4700015
0.032622261,0.029169134,0.026130707,0.024421418,0.156121091,331.900009
0.028453956,0.025317037,0.025922503,0.025322949,0.118806314,329.7000125
0.025967807,0.024197769,0.024517071,0.024860769,0.071484112,330.840012
0.025751121,0.024129594,0.025905153,0.025243074,0.102635406,325.1649935
0.026520921,0.023243254,0.020242915,0.021077746,0.127724255,324.7900085
0.020909961,0.022192179,0.020879124,0.023285942,0.095193537,324.7599945
0.024724732,0.021351302,0.021700398,0.021140503,0.133681265,325.4049985
0.023401818,0.020839965,0.022967028,0.021711097,0.065188836,329.1650085
0.024633495,0.02405573,0.024042803,0.025317254,0.254499607,325.274994
0.025140981,0.022197849,0.021434354,0.0214258,0.088595139,324.425003
0.021702557,0.021124043,0.021544245,0.020929386,0.05533517,324.5
