x0,x1,x2,x3,x4
0.49963786597996795,0.39937190370128184,0.29539945003888907,0.6454385714870614,0.5650495685174248
0.49395001325617116,0.2937045389589077,0.489804486354186,0.48983535597647715,0.5639029301353735
0.4111414788135423,0.4108242717438167,0.7067286900227819,0.5067810865878817,0.4750884364222677
0.30100209587997684,0.38079423535333123,0.47708281393875235,0.5770971028618693,0.5078512417317902
0.474385813656639,0.4741936325734915,0.37058875879922193,0.2705942599740801,0.5535853056878812
0.9935718605791974,0.4933166011417977,0.7894569833596886,0.4895124497275991,0.4542806080057461
0.5092833282175392,0.8789724555622245,0.2149035765144757,0.40495754833643144,0.5635118786489209
0.48534475711111597,0.48512548345089607,0.5013493801986452,0.38137342515541495,0.5592232568421506
0.5074919116166597,0.40719926813488344,0.5031189613913724,0.3031580951607883,0.46990800945783057
0.49457665569602305,0.4943290411701687,0.29041921988166447,0.5904499450242374,0.46442686500264896
