x0,x1,x2,x3,x4
0.6738585058122242,0.5401541759035995,0.47383820476451977,0.8130906338738562,0.4578247322567659
0.6663140506920378,0.432299669045985,0.6663734593700896,0.655411693238222,0.4585588942586034
0.5845506479505748,0.5521095920601937,0.88435068146909,0.67426665565902,0.3636459297872035
0.4673809653961546,0.5133641731588858,0.6475780759703101,0.7364173288225129,0.4074003775443399
0.6405106791622314,0.6065854986191029,0.5407493140350293,0.4295586834407154,0.4568014603000039
1.148111126183341,0.6160320514696465,0.9481575214967646,0.6378313080307836,0.34831880503232576
0.6856633045462632,1.023186353772441,0.3954576055133347,0.5753703427255095,0.4539190563875351
0.6525747973635301,0.6186668806556305,0.6727265921981925,0.5416652556576341,0.45708659800391416
0.68626325044915,0.5524783752428188,0.686156556760865,0.47550889970444743,0.3593806778837449
0.665382214927718,0.6314088654818881,0.46544549860573964,0.754491309813932,0.35828466656198954
