x0,x1,x2,x3,x4
0.5319863368715032,0.4331998952592444,0.33553859272606923,0.6855170071178104,0.4401396117655776
0.5235554368248846,0.32472011657207234,0.527092188573379,0.5269982147530318,0.4405903126745146
0.44866508456830156,0.4499720996951069,0.7522072167025075,0.5523536221816437,0.34704514084963906
0.3237208373481561,0.40476531644407954,0.5071759338847074,0.6069380287467169,0.38896271022245216
0.4969852616152955,0.4979937529188479,0.40038980788803746,0.30011971412356653,0.43768109546008227
1.014750944451071,0.5158404373491792,0.8181817646837078,0.5180584524023587,0.33401456963442655
0.5477718446638536,0.9190750953260379,0.2613070461709343,0.45144959821624736,0.4368829620345575
0.5095735326013556,0.5106508006909657,0.5330558936016415,0.4128570729408265,0.43929495245682476
0.5450150277788685,0.44631170250639945,0.5486111972096155,0.3486925663577378,0.34127631278731047
0.5220866307069318,0.5232380043704108,0.32562311671566796,0.6255129735984767,0.3404225325698225
