x0,x1,x2,x3,x4
0.47315726415446396,0.36691657698462893,0.2750281451582488,0.6252238821097845,0.47507410509877473
0.4676166968774655,0.261424213065746,0.46952715616406454,0.4697448068794375,0.47549409356400557
0.3842547368050717,0.37798188626166146,0.6860030273891754,0.4861480819845937,0.3820790699353255
0.2751625134324572,0.34915145405519754,0.4571121046752113,0.5573694315732359,0.42365219865699244
0.44984522063821103,0.4439358988153905,0.3517972446112691,0.25206561805310385,0.4720555338230958
0.9644696002509223,0.4584752233601817,0.7662787418292483,0.4664865013676248,0.3676269370659838
0.4833694123863272,0.8471116055132398,0.19511932686027564,0.3852652613466528,0.47172580153437954
0.4592247414219207,0.4531571841320548,0.4811582534543725,0.36140277389381964,0.4739114146482074
0.48129588043839355,0.374936808148984,0.48314412517310695,0.28331434130868716,0.3769170685582048
0.4677234419344859,0.4615271531282431,0.2696337337263822,0.5698538399237946,0.37562810459181073
