x0,x1,x2,x3,x4
0.4458969564476013,0.3484302056971741,0.2501391148597285,0.5996239671248619,0.4271962389405686
0.4439187955131015,0.2464662586012753,0.4481276114109229,0.44769080110874265,0.4269067741390373
0.3484760154810865,0.3509443427081772,0.6527433472849876,0.4520523406997615,0.3363733623254081
0.2580725385357432,0.34060329773649234,0.4421554048423401,0.5418637195710437,0.3743743151162778
0.4350918268764423,0.43760437101859,0.33910770363259074,0.2388731772107097,0.4228827256155826
0.9416778684848938,0.4441010816545509,0.7457652476908454,0.4452435751306494,0.32182663970054104
0.4481520952331801,0.8206154607683457,0.16240944159971418,0.3517239192222253,0.42606049737352897
0.4402775998124859,0.4428089307235895,0.4644028021208249,0.3440529593279475,0.42504877580861145
0.44860995100759377,0.35115970179819744,0.4529208407570947,0.2523378928763136,0.3289063203476343
0.4438221338105036,0.446368234139048,0.2480279331210412,0.5475918968775829,0.32682552989588576
