x0,x1,x2,x3,x4
0.6059649614058027,0.5064017147493631,0.40475957778385047,0.756717421515642,0.4572777142186663
0.5951200772106718,0.3955181109215013,0.5939636906244876,0.595875970948928,0.454318745871406
0.5272995019213873,0.5278182814962097,0.8259952008438368,0.6280317554174655,0.37203045469387186
0.38920451651571086,0.4695253143014732,0.5681592433478837,0.669953503225846,0.3960568489440235
0.5600305392878079,0.5603208030695163,0.4590266159830726,0.36077188732972554,0.44262452742618963
1.0838393259740482,0.5842741165624161,0.8827030681292087,0.5845710004389029,0.34920075513170035
0.6258721743249516,0.9963887737842123,0.3345735220585733,0.5266040197616313,0.46154838664270553
0.5769708494879326,0.5773221823543171,0.5958891905365437,0.47772296482967463,0.44866105917945354
0.6223844622240676,0.5228556102135407,0.6211148656625765,0.4231372702512301,0.3620982617916909
0.5930631350299235,0.593458907021839,0.3919135150889495,0.6938185275516373,0.35372640134058425
